,long_quote_id,lead_id,last_utm_source,has_been_proposed_formulas,has_chosen_formula,has_subscribed_online,submitted_at,effective_start_date,rbs_result,provider,product_third_party,product_intermediate,product_all_risks,annual_price_third_party,annual_price_intermediate,annual_price_all_risks,chosen_formula,chosen_product,policy_subscribed_at,contract_id,payment_frequency,main_driver_age,main_driver_gender,main_driver_licence_age,main_driver_bonus,vehicle_age,vehicle_class,vehicle_group,vehicle_region,has_secondary_driver,has_subscribed
352,5099570350101744226,-7872229635972095147,,True,False,False,2021-09-01 15:44:17 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,M,00,100,10-14,I-K,31-32,Ile-De-France,False,False
353,-8068637779912395854,-2355683566085637487,,True,False,False,2021-09-01 07:17:42 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,F,00,100,10-14,F-H,29-30,Provence-Alpes-Cote D'azur,False,False
354,-3115177596664309596,-772424169871837523,,True,False,False,2021-09-01 17:47:22 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,00,100,10-14,F-H,29-30,Ile-De-France,False,False
355,4526801466594502863,1957024402753798580,,True,True,False,2021-09-01 04:52:56 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,18-20,M,00,100,10-14,F-H,29-30,Pays De La Loire,False,False
356,-251209553434081463,-4380465247489255353,,True,True,True,2021-09-01 15:38:22 UTC,2021-09-01,needs device,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,intermediate,intermdiate_product_5,2021-09-01 17:56:17 UTC,5.987511969506502e+18,,25-29,F,03-06,100,15-19,F-H,29-30,Ile-De-France,False,True
357,-2567627508738809157,-7416164444032022422,,True,False,False,2021-09-01 05:15:57 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,M,02,100,06-09,I-K,29-30,Alsace,False,False
358,-6957200523412194382,4376545117642024479,,True,False,False,2021-09-01 09:33:51 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,064-084,06-09,I-K,29-30,Ile-De-France,False,False
359,6751349148610223510,7140476164294325108,,True,False,False,2021-09-01 20:12:42 UTC,2021-09-20,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,10-14,L-N,31-32,Centre,False,False
360,4343680692052969989,714557696940284720,,True,False,False,2021-09-01 15:54:26 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,15-19,F-H,29-30,Bretagne,False,False
361,-8015336449650415655,-4228349325246129583,,True,False,False,2021-09-01 16:34:26 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,03-05,A-E,27-28,Provence-Alpes-Cote D'azur,False,False
362,-8777172034097729357,-7223180365491278726,,True,False,False,2021-09-01 07:46:16 UTC,2021-09-08,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,02,100,03-05,I-K,31-32,Alsace,False,False
363,8006011513293655332,8039694294590370306,,True,False,False,2021-09-01 09:03:07 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,I-K,31-32,Pays De La Loire,False,False
364,-1356533130690406701,6299645684632053001,,True,False,False,2021-09-01 09:51:16 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,M,00,100,10-14,F-H,29-30,Aquitaine,False,False
365,-5144415257373490062,-3484054416918903568,,True,False,False,2021-09-01 07:47:54 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,F,03-06,100,06-09,L-N,31-32,Lorraine,False,False
366,-9026700151013169698,-6358132202477041847,,True,False,False,2021-09-01 06:40:47 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,01,100,10-14,I-K,29-30,Ile-De-France,False,True
367,-1516519040922362354,-2254914862230138857,,True,False,False,2021-09-01 15:01:52 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,medium,,,,,,18-20,M,00,100,15-19,A-E,27-28,Rhone-Alpes,False,False
368,8172859133613300618,-2321904664887191661,,True,False,False,2021-09-01 07:33:48 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,I-K,29-30,Nord-Pas-De-Calais,False,False
369,5518443784820863668,4113852005808205436,,True,True,False,2021-09-01 11:14:41 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,third party,third_party_product_4,,,,18-20,M,00,100,10-14,L-N,31-32,Rhone-Alpes,False,False
370,2074640503722048230,-7570630391109567540,,True,False,False,2021-09-01 09:16:07 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,M,03-06,100,15-19,F-H,29-30,Rhone-Alpes,False,False
371,-6168855861349983343,1572103860551637579,,True,False,False,2021-09-01 07:17:45 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,07-14,051-063,10-14,I-K,29-30,Rhone-Alpes,False,False
372,2607960710258797413,9151573943079604561,,True,False,False,2021-09-01 12:08:51 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,064-084,15-19,I-K,29-30,Bretagne,False,False
373,-3801302023475564791,3435638858420199321,,True,False,False,2021-09-01 11:01:26 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,M,01,100,03-05,I-K,31-32,Ile-De-France,False,False
374,-906403556409734963,-324314262680899028,,True,True,False,2021-09-01 13:59:46 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,all risks,all_risks_product_5,,,,21-24,M,03-06,100,01-02,A-E,20-26,Rhone-Alpes,False,False
375,-3101322501925767394,-5021618363701332434,,True,True,False,2021-09-01 05:50:47 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,18-20,F,00,100,10-14,F-H,27-28,Ile-De-France,False,True
376,-5737271611766105770,-5183777054764420513,,True,False,False,2021-09-01 12:02:54 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,F,07-14,085-099,03-05,F-H,27-28,Provence-Alpes-Cote D'azur,False,False
377,7327455353964845406,6316324099153674108,,True,False,False,2021-09-01 15:25:56 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,18-20,F,00,100,10-14,F-H,29-30,Pays De La Loire,False,False
378,-1361937441705721635,3159673356990285112,,True,False,False,2021-09-01 15:26:27 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,06-09,F-H,29-30,Auvergne,False,False
379,-6765828836241022027,9151573943079604561,,True,False,False,2021-09-01 12:07:57 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,064-084,15-19,I-K,29-30,Bretagne,False,False
380,3981633785262152555,7429848338177420269,,True,True,False,2021-09-01 16:11:49 UTC,2021-10-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,third party,third_party_product_4,,,,18-20,M,01,085-099,15-19,F-H,29-30,Aquitaine,False,False
381,-7101917894585317615,-8076060352289830552,,True,False,False,2021-09-01 09:47:44 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,100,06-09,I-K,29-30,Bretagne,False,False
382,-191657710098762373,2929774446052570736,,True,True,False,2021-09-01 14:33:35 UTC,2021-09-01,needs device,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,third party,third_party_product_4,,,,21-24,M,01,100,15-19,A-E,27-28,Lorraine,False,False
383,6869566255537909252,-9103917314286721227,,True,False,False,2021-09-01 12:46:32 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,F,00,100,15-19,I-K,31-32,Provence-Alpes-Cote D'azur,False,False
384,-3529989964571738151,1055087530440092335,,True,False,False,2021-09-01 10:24:29 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,I-K,29-30,Ile-De-France,False,False
385,-3478251114709218660,-8678151106079701292,,True,True,False,2021-09-01 04:24:09 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,third party,third_party_product_4,,,,18-20,F,02,100,03-05,F-H,29-30,Centre,False,True
386,-5657496543084387608,-1234214401750648708,,True,True,False,2021-09-01 10:30:14 UTC,2021-09-01,needs device,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,third party,third_party_product_4,,,,21-24,M,03-06,064-084,10-14,I-K,29-30,Aquitaine,False,False
387,-2435957497906656489,6908361326952732759,,True,False,False,2021-09-01 16:19:19 UTC,2021-09-11,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,01,100,03-05,L-N,31-32,Centre,False,False
388,-8211577200636713487,1161564227124735516,,True,False,False,2021-09-01 13:33:19 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,F,00,100,15-19,I-K,29-30,Ile-De-France,False,False
389,2478996988551310985,-9072624077586980447,,True,False,False,2021-09-01 07:33:08 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,21-24,M,02,100,10-14,L-N,33-34,Picardie,False,False
390,-18713195899585098,-6358132202477041847,,True,False,False,2021-09-01 06:13:15 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,01,100,10-14,I-K,29-30,Ile-De-France,False,True
391,-3803568807062118423,6417788977143244366,,True,False,False,2021-09-01 12:02:03 UTC,2021-09-30,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,M,00,100,10-14,L-N,31-32,Picardie,False,False
392,5651314467452604694,-1522235227646696938,,True,True,False,2021-09-01 05:22:26 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,all risks,all_risks_product_5,,,,21-24,F,03-06,064-084,10-14,I-K,29-30,Midi-Pyrenees,False,False
393,4258766572966388023,-7480753113697002512,,True,True,False,2021-09-01 10:15:49 UTC,2021-09-01,accepted,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,intermediate,intermdiate_product_5,2021-09-01 12:17:38 UTC,,,21-24,F,00,100,10-14,L-N,31-32,Provence-Alpes-Cote D'azur,False,False
394,4345898114869621248,-5770783022799191110,,True,False,False,2021-09-01 16:43:49 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,06-09,I-K,27-28,Bourgogne,False,False
395,-1311783391356733832,3213907878456978414,,True,True,False,2021-09-01 08:43:01 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,all risks,all_risks_product_5,,,,25-29,F,07-14,064-084,03-05,I-K,29-30,Languedoc-Roussillon,True,False
396,6288028813960916596,-1611525438669725931,,True,False,False,2021-09-01 10:51:53 UTC,2021-10-14,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,10-14,F-H,29-30,Alsace,False,False
397,6814281936914121923,8758631875350641350,,True,False,False,2021-09-01 08:48:32 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,03-05,F-H,29-30,Nord-Pas-De-Calais,False,False
398,-3626025223164510385,-2019975591757340695,,True,False,False,2021-09-01 07:02:01 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,03-05,L-N,31-32,Provence-Alpes-Cote D'azur,False,False
399,-5482719267262287807,4570987454489097916,,True,False,False,2021-09-01 06:17:38 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,18-20,M,02,100,06-09,A-E,27-28,Nord-Pas-De-Calais,False,False
400,-1328327989273983948,-8986648275745606638,,True,False,False,2021-09-01 06:57:24 UTC,2021-09-15,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,21-24,M,00,100,03-05,F-H,27-28,Ile-De-France,False,False
401,8329897201854216629,-6488699710172305018,,True,False,False,2021-09-01 13:29:14 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,064-084,03-05,I-K,29-30,Languedoc-Roussillon,False,False
402,-6206974860708934940,1153803922135021200,,True,False,False,2021-09-01 11:10:34 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,03-06,100,10-14,I-K,27-28,Basse-Normandie,False,True
403,3617619276447165569,-4847071476435878782,,True,True,False,2021-09-01 08:53:34 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,21-24,M,01,100,15-19,I-K,29-30,Provence-Alpes-Cote D'azur,False,False
404,-3927432854696115379,-5579054485648548696,,True,False,False,2021-09-01 07:50:49 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,06-09,I-K,29-30,Midi-Pyrenees,False,False
405,-6514213672054355012,-677152974143322725,,True,False,False,2021-09-01 20:16:29 UTC,2021-09-23,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,25-29,F,00,100,03-05,F-H,27-28,Ile-De-France,False,False
406,-8133828182398856581,7443518922044095226,,True,False,False,2021-09-01 14:32:40 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,10-14,L-N,31-32,Rhone-Alpes,False,True
407,-3457316371828382530,-7628232410660020605,,True,False,False,2021-09-01 08:27:55 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,F,03-06,100,06-09,A-E,27-28,Pays De La Loire,False,False
408,-985076401365972860,7982054128034754984,,True,True,False,2021-09-01 06:51:21 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,intermediate,intermdiate_product_5,,,,18-20,F,01,100,10-14,I-K,29-30,Nord-Pas-De-Calais,False,False
409,4041161873581236111,-9097919217949495231,,True,False,False,2021-09-01 11:55:08 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,18-20,F,00,100,06-09,I-K,29-30,Aquitaine,False,False
410,-1612496408871967411,1807745994568638861,,True,False,False,2021-09-01 07:56:33 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,03-05,I-K,29-30,Midi-Pyrenees,False,False
411,-60615096337986629,-5738084935965382656,,True,False,False,2021-09-01 16:13:03 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,21-24,M,00,100,10-14,I-K,29-30,Nord-Pas-De-Calais,False,False
412,-6208279439707651842,-7965497851637502351,,True,False,False,2021-09-01 11:30:00 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,M,03-06,100,10-14,I-K,27-28,Bourgogne,False,False
413,3605535768355009632,1956328809079642863,,True,False,False,2021-09-01 18:12:01 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,,,,,,18-20,F,01,100,15-19,A-E,27-28,Languedoc-Roussillon,False,False
414,5714510017820055059,-5826136966684224117,,True,False,False,2021-09-01 16:59:27 UTC,2021-09-20,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,085-099,15-19,I-K,29-30,Bretagne,False,False
415,7789606163656399017,8659241950033194137,,True,False,False,2021-09-01 12:31:17 UTC,2021-09-12,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,21-24,M,02,100,10-14,I-K,31-32,Provence-Alpes-Cote D'azur,False,False
416,6489104372491825613,-7517478429061218497,,True,False,False,2021-09-01 15:42:52 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,F,00,100,10-14,A-E,27-28,Ile-De-France,False,False
417,-7710696697798486617,-6568186225619998935,,True,False,False,2021-09-01 15:29:33 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,21-24,M,00,085-099,06-09,L-N,33-34,Midi-Pyrenees,False,False
418,-5887048411894061835,7125710574269220477,,True,False,False,2021-09-01 14:53:30 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,F,03-06,064-084,06-09,F-H,29-30,Provence-Alpes-Cote D'azur,True,False
419,-1635408049082863713,-1310612723903124757,,True,False,False,2021-09-01 18:39:56 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,15-19,L-N,31-32,Pays De La Loire,False,False
420,-3644378818967214030,-7016347932824080877,,True,False,False,2021-09-01 15:12:32 UTC,2021-09-10,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,F,03-06,100,10-14,L-N,33-34,Languedoc-Roussillon,False,False
421,-3668911065390931674,-305587476637226207,,True,False,False,2021-09-01 19:17:19 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,F,07-14,064-084,06-09,I-K,29-30,Provence-Alpes-Cote D'azur,False,True
422,-4758736838669506803,-8035515484329675490,,True,False,False,2021-09-01 13:18:08 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,01,100,15-19,F-H,29-30,Provence-Alpes-Cote D'azur,False,False
423,6562133055312387108,-655285979866385797,,True,False,False,2021-09-01 18:54:13 UTC,2021-11-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,18-20,F,01,100,15-19,F-H,27-28,Centre,False,False
424,-344999477370815236,4021946543218201571,,True,True,False,2021-09-01 21:17:14 UTC,2021-09-02,rejected,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,third party,third_party_product_4,,,,25-29,F,00,100,15-19,F-H,29-30,Ile-De-France,False,False
425,-5271048315527891521,8623071508308782468,,True,False,False,2021-09-01 06:12:34 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,21-24,M,03-06,100,15-19,F-H,27-28,Rhone-Alpes,False,False
426,-5761708366140875589,3489953043399593757,,True,False,False,2021-09-01 20:47:19 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,M,03-06,085-099,15-19,L-N,31-32,Alsace,False,False
427,-3188024859033691615,7313563035728407954,,True,False,False,2021-09-01 09:17:36 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,03-06,100,10-14,I-K,29-30,Bretagne,False,False
428,-4558025653836127070,4060367591774617269,,True,False,False,2021-09-01 07:25:23 UTC,2021-09-06,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,25-29,M,01,100,06-09,L-N,31-32,Lorraine,False,False
429,-8758859220088674558,853958779937433399,,True,False,False,2021-09-01 15:47:21 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,07-14,064-084,06-09,I-K,31-32,Rhone-Alpes,False,False
430,-1632559601209177261,455328189971269846,,True,False,False,2021-09-01 15:55:53 UTC,2021-09-30,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,F,00,100,06-09,I-K,29-30,Centre,False,False
431,-1716108126782182969,1636283306339313172,,True,False,False,2021-09-01 18:27:19 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,,,,,,18-20,M,00,100,15-19,A-E,29-30,Nord-Pas-De-Calais,False,False
432,7549867678641681993,-2362592497191962479,,True,False,False,2021-09-01 06:37:45 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,25-29,M,07-14,100,03-05,I-K,29-30,Rhone-Alpes,False,False
433,-7713173863215836612,2898755031527296739,,True,False,False,2021-09-01 15:55:36 UTC,2021-10-31,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,15-19,F-H,29-30,Ile-De-France,False,False
434,-6948516544087298377,-8296975635830081344,,True,False,False,2021-09-01 21:35:15 UTC,2021-09-05,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,00,100,10-14,F-H,29-30,Pays De La Loire,False,False
435,3823889971570289942,-4286236126603368890,,True,False,False,2021-09-01 18:00:53 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,00,100,15-19,I-K,29-30,Pays De La Loire,False,False
436,328070211090806509,-3991200752414831127,,True,False,False,2021-09-01 07:00:05 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,medium,,,,,,21-24,F,00,100,10-14,A-E,27-28,Provence-Alpes-Cote D'azur,False,False
437,-8343758578258606570,7443518922044095226,,True,False,False,2021-09-01 15:06:14 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,,,,,,18-20,M,00,100,10-14,L-N,31-32,Rhone-Alpes,False,True
438,1534553408395377862,7443518922044095226,,True,True,False,2021-09-01 15:06:49 UTC,2021-09-01,accepted,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,high,high,high,intermediate,intermdiate_product_5,,,,18-20,M,00,100,10-14,L-N,31-32,Rhone-Alpes,False,True
439,934478565660918782,5867892202847738933,,True,True,False,2021-09-01 13:15:57 UTC,2021-10-26,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,all risks,all_risks_product_5,,,,21-24,M,01,100,15-19,I-K,33-34,Rhone-Alpes,False,False
440,-8494581916409177801,8711936872481439291,,True,False,False,2021-09-01 16:26:18 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,25-29,M,00,100,10-14,F-H,29-30,Rhone-Alpes,True,True
441,4426817240035869483,-3890571631434863289,,True,False,False,2021-09-01 10:35:54 UTC,2021-09-30,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,18-20,M,00,100,10-14,L-N,31-32,Ile-De-France,False,False
442,2138880220624551141,7606305030146364919,,True,False,False,2021-09-01 12:34:40 UTC,2021-09-03,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,M,02,100,15-19,F-H,29-30,Ile-De-France,False,False
443,-8080571859704741969,-2923495478203444588,,True,False,False,2021-09-01 08:31:54 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,21-24,M,02,100,15-19,I-K,31-32,Ile-De-France,False,False
444,-7599078010993610738,-4275776358206643752,,True,False,False,2021-09-01 05:34:16 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,M,03-06,064-084,15-19,I-K,29-30,Nord-Pas-De-Calais,True,False
445,-8552747731131497231,2176424873150973603,,True,False,False,2021-09-01 13:10:48 UTC,2021-10-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,low,low,,,,,,25-29,F,01,100,10-14,F-H,27-28,Picardie,False,False
446,8972502916514118829,-3182197869902840513,,True,False,False,2021-09-01 17:52:49 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,,,,,,21-24,M,00,100,15-19,L-N,33-34,Ile-De-France,False,False
447,1074681138883856098,7939326620286888791,,True,False,False,2021-09-01 18:15:27 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,M,03-06,100,03-05,I-K,31-32,Pays De La Loire,False,False
448,-5073291392210666871,-7745570368929142811,,True,False,False,2021-09-01 20:43:47 UTC,2021-09-07,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,21-24,F,03-06,100,06-09,I-K,27-28,Lorraine,False,False
449,-5106076953465091264,-8325244433341766506,,True,True,False,2021-09-01 13:03:51 UTC,2021-09-01,rejected,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,high,high,intermediate,intermdiate_product_5,,,,18-20,M,00,100,03-05,I-K,33-34,Ile-De-France,False,False
450,-5501942578527909753,-4464920165513460762,,True,False,False,2021-09-01 18:26:45 UTC,2021-09-04,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,low,,,,,,25-29,M,02,100,06-09,F-H,20-26,Ile-De-France,False,False
451,8415752962150096231,-1874755866015680012,,True,False,False,2021-09-01 08:53:03 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,low,medium,medium,,,,,,25-29,M,02,100,15-19,L-N,31-32,Basse-Normandie,False,False
452,2349388972361546386,-6358132202477041847,,True,False,False,2021-09-01 06:17:12 UTC,2021-09-01,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,,,,,,18-20,F,01,100,10-14,I-K,29-30,Ile-De-France,False,True
453,-204783055247730012,2547685822971718847,,True,True,False,2021-09-01 23:19:55 UTC,2021-09-02,,provider_A,third_party_product_4,intermdiate_product_5,all_risks_product_5,medium,medium,medium,all risks,all_risks_product_5,,,,18-20,F,02,100,06-09,L-N,31-32,Ile-De-France,False,False
